code,description,coding_system,subtype,entity,list_name,upload_date
E261z00,Psychogenic respiratory symptom NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
E262.00,Psychogenic cardiovascular symptoms,Read,anxiety,diagnostic,mental_illness_non_smi,
E262000,Cardiac neurosis,Read,anxiety,diagnostic,mental_illness_non_smi,
E262200,Neurocirculatory asthenia,Read,anxiety,diagnostic,mental_illness_non_smi,
E262300,Psychogenic cardiovascular disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
E262z00,Psychogenic cardiovascular symptom NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
E263.00,Psychogenic skin symptoms,Read,anxiety,diagnostic,mental_illness_non_smi,
E263000,Psychogenic pruritus,Read,anxiety,diagnostic,mental_illness_non_smi,
E263z00,Psychogenic skin symptoms NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
E264.00,Psychogenic gastrointestinal tract symptoms,Read,anxiety,diagnostic,mental_illness_non_smi,
E264000,Psychogenic aerophagy,Read,anxiety,diagnostic,mental_illness_non_smi,
E264011,Air swallowing - excessive,Read,anxiety,diagnostic,mental_illness_non_smi,
E264.11,Globus abdominalis,Read,anxiety,diagnostic,mental_illness_non_smi,
E264200,Cyclical vomiting - psychogenic,Read,anxiety,diagnostic,mental_illness_non_smi,
E264300,Psychogenic diarrhoea,Read,anxiety,diagnostic,mental_illness_non_smi,
E264311,Spurious diarrhoea,Read,anxiety,diagnostic,mental_illness_non_smi,
E264400,Psychogenic dyspepsia,Read,anxiety,diagnostic,mental_illness_non_smi,
E264500,Psychogenic constipation,Read,anxiety,diagnostic,mental_illness_non_smi,
E264z00,Psychogenic gastrointestinal tract symptom NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
E265.00,Psychogenic genitourinary tract symptoms,Read,anxiety,diagnostic,mental_illness_non_smi,
E265100,Psychogenic vaginismus,Read,anxiety,diagnostic,mental_illness_non_smi,
E265200,Psychogenic dysmenorrhea,Read,anxiety,diagnostic,mental_illness_non_smi,
E265300,Psychogenic dysuria,Read,anxiety,diagnostic,mental_illness_non_smi,
E265z00,Psychogenic genitourinary tract symptom NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
E267.00,Psychogenic symptom of special sense organ,Read,anxiety,diagnostic,mental_illness_non_smi,
E26y.00,Other psychogenic malfunction,Read,anxiety,diagnostic,mental_illness_non_smi,
E26y000,Bruxism (teeth grinding),Read,anxiety,diagnostic,mental_illness_non_smi,
E26yz00,Other psychogenic malfunction NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
E26z.00,Psychosomatic disorder NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
E278.00,Psychalgia,Read,anxiety,diagnostic,mental_illness_non_smi,
E278000,Psychogenic pain unspecified,Read,anxiety,diagnostic,mental_illness_non_smi,
E278200,Psychogenic backache,Read,anxiety,diagnostic,mental_illness_non_smi,
E278z00,Psychalgia NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
E280.00,Acute panic state due to acute stress reaction,Read,anxiety,diagnostic,mental_illness_non_smi,
E281.00,Acute fugue state due to acute stress reaction,Read,anxiety,diagnostic,mental_illness_non_smi,
E28..11,Combat fatigue,Read,anxiety,diagnostic,mental_illness_non_smi,
E282.00,Acute stupor state due to acute stress reaction,Read,anxiety,diagnostic,mental_illness_non_smi,
E283000,Acute situational disturbance,Read,anxiety,diagnostic,mental_illness_non_smi,
E283100,Acute posttrauma stress state,Read,anxiety,diagnostic,mental_illness_non_smi,
E284.00,Stress reaction causing mixed disturbance of emotion/conduct,Read,anxiety,diagnostic,mental_illness_non_smi,
E28z.11,Examination fear,Read,anxiety,diagnostic,mental_illness_non_smi,
E28z.12,Flying phobia,Read,anxiety,diagnostic,mental_illness_non_smi,
E28z.13,Stage fright,Read,anxiety,diagnostic,mental_illness_non_smi,
E29..00,Adjustment reaction,Read,anxiety,diagnostic,mental_illness_non_smi,
E290000,Grief reaction,Read,anxiety,diagnostic,mental_illness_non_smi,
E290011,Bereavement reaction,Read,anxiety,diagnostic,mental_illness_non_smi,
E292.00,Adjustment reaction; predominant disturbance other emotions,Read,anxiety,diagnostic,mental_illness_non_smi,
E292000,Separation anxiety disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
E292100,Adolescent emancipation disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
E292200,Early adult emancipation disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
E292300,Specific academic or work inhibition,Read,anxiety,diagnostic,mental_illness_non_smi,
E292311,Specific academic or work inhibition,Read,anxiety,diagnostic,mental_illness_non_smi,
E292312,Specific work inhibition,Read,anxiety,diagnostic,mental_illness_non_smi,
E292400,Adjustment reaction with anxious mood,Read,anxiety,diagnostic,mental_illness_non_smi,
E292500,Culture shock,Read,anxiety,diagnostic,mental_illness_non_smi,
E292y00,Adjustment reaction with mixed disturbance of emotion,Read,anxiety,diagnostic,mental_illness_non_smi,
E292z00,Adjustment reaction with disturbance of other emotion NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
E293.00,Adjustment reaction with predominant disturbance of conduct,Read,anxiety,diagnostic,mental_illness_non_smi,
E293000,Adjustment reaction with aggression,Read,anxiety,diagnostic,mental_illness_non_smi,
E293100,Adjustment reaction with antisocial behaviour,Read,anxiety,diagnostic,mental_illness_non_smi,
E293200,Adjustment reaction with destructiveness,Read,anxiety,diagnostic,mental_illness_non_smi,
E294.00,Adjustment reaction with disturbance emotion and conduct,Read,anxiety,diagnostic,mental_illness_non_smi,
E29y.00,Other adjustment reactions,Read,anxiety,diagnostic,mental_illness_non_smi,
E29y000,Concentration camp syndrome,Read,anxiety,diagnostic,mental_illness_non_smi,
E29y100,Other post-traumatic stress disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
E29y200,Adjustment reaction with physical symptoms,Read,anxiety,diagnostic,mental_illness_non_smi,
E29y300,Elective mutism due to an adjustment reaction,Read,anxiety,diagnostic,mental_illness_non_smi,
E29y400,Adjustment reaction due to hospitalisation,Read,anxiety,diagnostic,mental_illness_non_smi,
E29y500,Other adjustment reaction with withdrawal,Read,anxiety,diagnostic,mental_illness_non_smi,
E29yz00,Other adjustment reactions NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
E29z.00,Adjustment reaction NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
E2y..00,Other specified neuroses or other mental disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
E2z..00,Neuroses or other mental disorder NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu05400,[X]Organic anxiety disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu34114,[X]Persistant anxiety depression,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu4..00,[X]Neurotic; stress - related and somoform disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40.00,[X]Phobic anxiety disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40000,[X]Agoraphobia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40011,[X]Agoraphobia without history of panic disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40012,[X]Panic disorder with agoraphobia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40100,[X]Social phobias,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40112,[X]Social neurosis,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40200,[X]Specific (isolated) phobias,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40211,[X]Acrophobia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40212,[X]Animal phobias,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40213,[X]Claustrophobia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40214,[X]Simple phobia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40300,[X]Needle phobia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40y00,[X]Other phobic anxiety disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40z00,[X]Phobic anxiety disorder; unspecified,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40z11,[X]Phobia NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu40z12,[X]Phobic state NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41.00,[X]Other anxiety disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41000,[X]Panic disorder [episodic paroxysmal anxiety],Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41011,[X]Panic attack,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41012,[X]Panic state,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41100,[X]Generalized anxiety disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41111,[X]Anxiety neurosis,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41112,[X]Anxiety reaction,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41113,[X]Anxiety state,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41200,[X]Mixed anxiety and depressive disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41211,[X]Mild anxiety depression,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41300,[X]Other mixed anxiety disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41y00,[X]Other specified anxiety disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41y11,[X]Anxiety hysteria,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41z00,[X]Anxiety disorder; unspecified,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu41z11,[X]Anxiety NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu42.00,[X]Obsessive - compulsive disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu42000,[X]Predominantly obsessional thoughts or ruminations,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu42100,[X]Predominantly compulsive acts [obsessional rituals],Read,anxiety,diagnostic,mental_illness_non_smi,
Eu42.11,[X]Anankastic neurosis,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu42.12,[X]Obsessive-compulsive neurosis,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu42200,[X]Mixed obsessional thoughts and acts,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu42y00,[X]Other obsessive-compulsive disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu42z00,[X]Obsessive-compulsive disorder; unspecified,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43.00,[X]Reaction to severe stress; and adjustment disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43000,[X]Acute stress reaction,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43011,[X]Acute crisis reaction,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43012,[X]Acute reaction to stress,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43013,[X]Combat fatigue,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43014,[X]Crisis state,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43015,[X]Psychic shock,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43100,[X]Post - traumatic stress disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43111,[X]Traumatic neurosis,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43200,[X]Adjustment disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43211,[X]Culture shock,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43212,[X]Grief reaction,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43213,[X]Hospitalism in children,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43300,[X]Acute post-traumatic stress disorder follow military comb,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43400,[X]Chron post-traumatic stress disorder follow military comb,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43y00,[X]Other reactions to severe stress,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu43z00,[X]Reaction to severe stress; unspecified,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44.00,[X]Dissociative [conversion] disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44000,[X]Dissociative amnesia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44100,[X]Dissociative fugue,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44.11,[X]Conversion hysteria,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44.12,[X]Conversion reaction,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44.13,[X]Hysteria,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44200,[X]Dissociative stupor,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44300,[X]Trance and possession disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44400,[X]Dissociative motor disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44411,[X]Psychogenic aphonia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44412,[X]Psychogenic dysphonia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44500,[X]Dissociative convulsions,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44511,[X]Pseudoseizures,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44600,[X]Dissociative anaesthesia and sensory loss,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44611,[X]Psychogenic deafness,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44700,[X]Mixed dissociative [conversion] disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44y00,[X]Other dissociative [conversion] disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44y11,[X]Ganser's syndrome,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44y12,[X]Multiple personality,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44y13,[X]Psychogenic confusion,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44y14,[X]Psychogenic twilight state,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu44z00,[X]Dissociative [conversion] disorder; unspecified,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45.00,[X]Somatoform disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45000,[X]Somatization disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45011,[X]Multiple psychosomatic disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45012,[X]Briquet's syndrome,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45100,[X]Undifferentiated somatoform disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45111,[X]Undifferentiated psychosomatic disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45200,[X]Hypochondriacal disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45211,[X]Body dysmorphic disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45212,[X]Dysmorphophobia nondelusional,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45213,[X]Hypochondriacal neurosis,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45214,[X]Hypochondriasis,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45215,[X]Nosophobia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45300,[X]Somatoform autonomic dysfunction,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45311,[X]Cardiac neurosis,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45312,[X]Da Costa's syndrome,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45313,[X]Gastric neurosis,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45314,[X]Neurocirculatory asthenia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45316,[X]Psychogenic cough,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45317,[X]Psychogenic diarrhoea,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45318,[X]Psychogenic dyspepsia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45319,[X]Psychogenic dysuria,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45320,[X]Psychogenic flatulence,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45321,[X]Psychogenic hiccough,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45322,[X]Psychogenic hyperventilat,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45323,[X]Psychogenic freq micturit,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45324,[X]Psychogenic IBS,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45325,[X]Psychogenic pylorospasm,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45400,[X]Persistent somatoform pain disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45411,[X]Psychalgia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45412,[X]Psychogenic backache,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45413,[X]Psychogenic headache,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45414,[X]Somatoform pain disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45500,[X]Globus pharyngeus,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45511,[X]Globus hystericus,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45y00,[X]Other somatoform disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45y11,[X]Psychogenic dysmenorrhoea,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45y12,[X]Globus hystericus,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45y13,[X]Psychogenic pruritis,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45y14,[X]Psychogenic torticollis,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45z00,[X]Somatoform disorder; unspecified,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu45z11,[X]Psychosomatic disorder NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu46.00,[X]Other neurotic disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu46000,[X]Neurasthenia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu46011,[X]Fatigue syndrome,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu46100,[X]Depersonalization - derealization syndrome,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu46y00,[X]Other specified neurotic disorders,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu46y11,[X]Briquet's disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu46y12,[X]Dhat syndrome,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu46y13,[X]Occupational neurosis; including writer's cramp,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu46y14,[X]Psychasthenia,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu46y15,[X]Psychasthenia neurosis,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu46y16,[X]Psychogenic syncope,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu46z00,[X]Neurotic disorder; unspecified,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu46z11,[X]Neurosis NOS,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu51511,[X]Dream anxiety disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu93000,[X]Separation anxiety disorder of childhood,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu93100,[X]Phobic anxiety disorder of childhood,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu93200,[X]Social anxiety disorder of childhood,Read,anxiety,diagnostic,mental_illness_non_smi,
Eu93y12,[X]Childhood overanxious disorder,Read,anxiety,diagnostic,mental_illness_non_smi,
Z4L1.00,Anxiety counselling,Read,anxiety,diagnostic,mental_illness_non_smi,
ZS7C700,Post-traumatic mutism,Read,anxiety,diagnostic,mental_illness_non_smi,
1612,Appetite loss - anorexia,Read,eating disorder,diagnostic,mental_illness_non_smi,
1612.11,Anorexia symptom,Read,eating disorder,diagnostic,mental_illness_non_smi,
1614,Excessive eating - polyphagia,Read,eating disorder,diagnostic,mental_illness_non_smi,
1614.11,Hyperalimentation - symptom,Read,eating disorder,diagnostic,mental_illness_non_smi,
1614.12,Polyphagia symptom,Read,eating disorder,diagnostic,mental_illness_non_smi,
8HTN.00,Referral to eating disorders clinic,Read,eating disorder,diagnostic,mental_illness_non_smi,
9Nk9.00,Seen in eating disorder clinic,Read,eating disorder,diagnostic,mental_illness_non_smi,
E271.00,Anorexia nervosa,Read,eating disorder,diagnostic,mental_illness_non_smi,
E275.00,Other and unspecified non-organic eating disorders,Read,eating disorder,diagnostic,mental_illness_non_smi,
E275000,Unspecified non-organic eating disorder,Read,eating disorder,diagnostic,mental_illness_non_smi,
E275100,Bulimia (non-organic overeating),Read,eating disorder,diagnostic,mental_illness_non_smi,
E275111,Compulsive eating disorder,Read,eating disorder,diagnostic,mental_illness_non_smi,
